time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,48.0,4.0,33,8
2025-05-05 00:00:00+00:00,210.0,25.0,75,18
2025-05-06 00:00:00+00:00,,,36,13
2025-05-07 00:00:00+00:00,13.0,9.0,40,24
2025-05-08 00:00:00+00:00,7.0,7.0,99,22
2025-05-09 00:00:00+00:00,93.0,7.0,24,16
2025-05-10 00:00:00+00:00,2.0,2.0,17,9
2025-05-11 00:00:00+00:00,20.0,2.0,18,14
2025-05-12 00:00:00+00:00,34.0,9.0,41,15
2025-05-13 00:00:00+00:00,30.0,2.0,29,19
2025-05-14 00:00:00+00:00,105.0,23.0,34,14
2025-05-15 00:00:00+00:00,90.0,23.0,78,18
2025-05-16 00:00:00+00:00,20.0,3.0,56,29
2025-05-17 00:00:00+00:00,4.0,4.0,22,10
