url_path,views_total,views_unique
/brian-team/brian2,150,122
/brian-team/brian2/issues,19,14
/brian-team/brian2/tree/master/brian2,17,13
/brian-team/brian2/tree/master/examples,12,9
/brian-team/brian2/tree/master/brian2/core,9,7
/brian-team/brian2/blob/master/brian2/spatialneuron/morphology.py,9,1
/brian-team/brian2/blob/master/README.md,6,6
/brian-team/brian2/blob/master/examples/compartmental/bipolar_cell.py,6,1
/brian-team/brian2/blob/master/brian2/core/network.py,5,5
/brian-team/brian2/issues/1048,5,4
