time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,63,34,51,12
2025-11-17 00:00:00+00:00,89,29,38,14
2025-11-18 00:00:00+00:00,133,66,46,25
2025-11-19 00:00:00+00:00,147,33,57,20
2025-11-20 00:00:00+00:00,146,26,67,23
2025-11-21 00:00:00+00:00,118,29,20,16
2025-11-22 00:00:00+00:00,33,15,32,14
2025-11-23 00:00:00+00:00,23,5,43,25
2025-11-24 00:00:00+00:00,213,37,37,12
2025-11-25 00:00:00+00:00,172,33,45,26
2025-11-26 00:00:00+00:00,270,147,81,32
2025-11-27 00:00:00+00:00,196,54,88,34
2025-11-28 00:00:00+00:00,141,48,842,771
2025-11-29 00:00:00+00:00,46,36,50,14
