url_path,views_total,views_unique
/brian-team/brian2,186,130
/brian-team/brian2/issues,53,27
/brian-team/brian2/blob/master/brian2/groups/neurongroup.py,46,19
/brian-team/brian2/tree/master/brian2,41,25
/brian-team/brian2/pulls,21,14
/brian-team/brian2/tree/master/brian2/groups,20,8
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,11,8
/brian-team/brian2/tree/master/examples,11,8
/brian-team/brian2/tree/master,9,6
/brian-team/brian2/blob/master/brian2/equations/equations.py,9,4
