referrer,views_total,views_unique
github.com,190,34
Google,104,51
brian2.readthedocs.io,32,15
open-neuromorphic.org,12,2
Bing,11,5
en.wikipedia.org,10,1
search.brave.com,7,4
chatgpt.com,6,4
DuckDuckGo,6,2
briansimulator.org,2,2
