referrer,views_total,views_unique
Google,151,71
github.com,104,30
brian2.readthedocs.io,22,9
Bing,14,7
briansimulator.org,14,7
brian.discourse.group,13,4
DuckDuckGo,12,6
cn.bing.com,10,4
chatgpt.com,7,4
open-neuromorphic.org,4,1
