referrer,views_total,views_unique
Google,100,56
github.com,58,20
search.brave.com,21,2
briansimulator.org,16,9
brian2.readthedocs.io,15,13
chatgpt.com,9,3
Bing,7,5
en.wikipedia.org,6,1
neurostars.org,4,1
ecosia.org,3,2
