url_path,views_total,views_unique
/brian-team/brian2modelfitting,4,4
/brian-team/brian2modelfitting/blob/master/examples/IF_spikefitter.py,2,1
/brian-team/brian2modelfitting/tree/master/examples,2,1
/brian-team/brian2modelfitting/actions,1,1
/brian-team/brian2modelfitting/blob/master/brian2modelfitting/optimizer.py,1,1
/brian-team/brian2modelfitting/blob/master/docs_sphinx/introduction/tutorial_sbi.rst,1,1
/brian-team/brian2modelfitting/blob/master/examples/IF_spikefitter_doubleinp.py,1,1
/brian-team/brian2modelfitting/blob/master/examples/multiobjective.py,1,1
/brian-team/brian2modelfitting/blob/master/README.md,1,1
/brian-team/brian2modelfitting/tree/master/brian2modelfitting,1,1
