time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-26 00:00:00+00:00,,,1.0,1.0
2025-06-27 00:00:00+00:00,1.0,1.0,,
2025-06-28 00:00:00+00:00,,,1.0,1.0
2025-07-02 00:00:00+00:00,1.0,1.0,,
2025-07-03 00:00:00+00:00,2.0,2.0,,
2025-07-07 00:00:00+00:00,,,1.0,1.0
2025-07-08 00:00:00+00:00,26.0,1.0,4.0,1.0
2025-07-09 00:00:00+00:00,4.0,4.0,1.0,1.0
