url_path,views_total,views_unique
/brian-team/brian2modelfitting/tree/master/brian2modelfitting,19,2
/brian-team/brian2modelfitting,10,6
/brian-team/brian2modelfitting/tree/master,8,2
/brian-team/brian2modelfitting/tree/master/brian2modelfitting/tests,7,1
/brian-team/brian2modelfitting/pulls,6,4
/brian-team/brian2modelfitting/blob/master/brian2modelfitting/inferencer.py,6,2
/brian-team/brian2modelfitting/blob/master/docs_sphinx/inferencer/index.rst,4,2
/brian-team/brian2modelfitting/blob/master/examples/modelfitting_skopt.py,4,2
/brian-team/brian2modelfitting/blob/master/brian2modelfitting/__init__.py,4,1
/brian-team/brian2modelfitting/blob/master/brian2modelfitting/fitter.py,4,1
