time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-03 00:00:00+00:00,2,1,15,5
2026-03-04 00:00:00+00:00,3,2,13,3
2026-03-05 00:00:00+00:00,3,3,75,9
2026-03-06 00:00:00+00:00,2,1,19,8
2026-03-07 00:00:00+00:00,4,3,15,8
2026-03-08 00:00:00+00:00,3,3,27,9
2026-03-09 00:00:00+00:00,3,2,39,7
2026-03-10 00:00:00+00:00,2,2,44,9
2026-03-11 00:00:00+00:00,1,1,16,7
2026-03-12 00:00:00+00:00,1,1,17,6
2026-03-13 00:00:00+00:00,3,3,12,5
2026-03-14 00:00:00+00:00,10,9,104,9
2026-03-15 00:00:00+00:00,1,1,26,6
2026-03-16 00:00:00+00:00,3,3,62,4
