url_path,views_total,views_unique
/brian-team/brian2tools,85,52
/brian-team/brian2tools/issues,40,28
/brian-team/brian2tools/tree/master/brian2tools,10,4
/brian-team/brian2tools/issues/45,8,7
/brian-team/brian2tools/blob/master/README.rst,5,3
/brian-team/brian2tools/tree/master/brian2tools/baseexport,5,3
/brian-team/brian2tools/blob/master/.readthedocs.yml,4,2
/brian-team/brian2tools/fork,3,3
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,3,1
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,3,1
