url_path,views_total,views_unique
/brian-team/brian2tools,68,35
/brian-team/brian2tools/tree/master/brian2tools,34,11
/brian-team/brian2tools/issues,27,15
/brian-team/brian2tools/tree/master/brian2tools/baseexport,23,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,18,3
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,14,4
/brian-team/brian2tools/pulls,9,6
/brian-team/brian2tools/tree/master/brian2tools/mdexport,6,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/__init__.py,6,3
/brian-team/brian2tools/tree/master/brian2tools/nmlexport,5,3
