url_path,views_total,views_unique
/brian-team/brian2tools,69,40
/brian-team/brian2tools/issues,34,22
/brian-team/brian2tools/issues/45,8,7
/brian-team/brian2tools/tree/master/brian2tools,8,3
/brian-team/brian2tools/blob/master/README.rst,4,2
/brian-team/brian2tools/blob/master/.readthedocs.yml,4,2
/brian-team/brian2tools/pulse,4,2
/brian-team/brian2tools/tree/master/brian2tools/baseexport,4,2
/brian-team/brian2tools/pulls,3,3
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,3,1
