url_path,views_total,views_unique
/brian-team/brian2tools/issues,22,21
/brian-team/brian2tools/tree/master/docs_sphinx,9,1
/brian-team/brian2tools/tree/master,6,1
/brian-team/brian2tools/pulls,5,1
/brian-team/brian2tools,3,2
/brian-team/brian2tools/tree/master/brian2tools,3,2
/brian-team/brian2tools/blob/master/docs_sphinx/index.rst,3,1
/brian-team/brian2tools/blob/e3ae285c5cee0f03444b7a1a3211add99878db46/docs_sphinx/reference/brian2tools.rst,2,1
/brian-team/brian2tools/blob/master/docs_sphinx/conf.py,2,1
/brian-team/brian2tools/blob/master/docs_sphinx/Makefile,2,1
