url_path,views_total,views_unique
/brian-team/brian2tools,59,31
/brian-team/brian2tools/tree/master/brian2tools,27,7
/brian-team/brian2tools/issues,22,11
/brian-team/brian2tools/tree/master/brian2tools/baseexport,21,2
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,18,2
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,13,2
/brian-team/brian2tools/pulls,8,5
/brian-team/brian2tools/blob/master/setup.py,5,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/__init__.py,4,2
/brian-team/brian2tools/tree/master/brian2tools/mdexport,3,2
