url_path,views_total,views_unique
/brian-team/brian2tools,24,17
/brian-team/brian2tools/issues,8,6
/brian-team/brian2tools/pulse,3,2
/brian-team/brian2tools/graphs/contributors,2,2
/brian-team/brian2tools/tree/master,2,2
/brian-team/brian2tools/graphs/commit-activity,2,1
/brian-team/brian2tools/blob/master/brian2tools/nmlexport/lemsexport.py,1,1
/brian-team/brian2tools/blob/master/brian2tools/nmlexport/LEMSUnitsConstants.xml,1,1
/brian-team/brian2tools/blob/master/setup.py,1,1
/brian-team/brian2tools/issues/45,1,1
