url_path,views_total,views_unique
/brian-team/brian2tools,57,38
/brian-team/brian2tools/tree/master/brian2tools,26,10
/brian-team/brian2tools/tree/master/brian2tools/baseexport,15,5
/brian-team/brian2tools/issues,10,7
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,9,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,8,4
/brian-team/brian2tools/tree/master/brian2tools/mdexport,6,3
/brian-team/brian2tools/tree/master/dev,6,2
/brian-team/brian2tools/tree/master,4,2
/brian-team/brian2tools/tree/master/brian2tools/nmlimport,4,2
