url_path,views_total,views_unique
/brian-team/brian2tools,60,39
/brian-team/brian2tools/tree/master/brian2tools,37,11
/brian-team/brian2tools/tree/master/brian2tools/baseexport,26,5
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,19,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,16,4
/brian-team/brian2tools/issues,11,8
/brian-team/brian2tools/tree/master/brian2tools/mdexport,6,3
/brian-team/brian2tools/tree/master/dev,6,2
/brian-team/brian2tools/tree/master,4,2
/brian-team/brian2tools/tree/master/brian2tools/nmlimport,4,2
