url_path,views_total,views_unique
/brian-team/brian2tools,62,33
/brian-team/brian2tools/tree/master/brian2tools,28,8
/brian-team/brian2tools/issues,23,12
/brian-team/brian2tools/tree/master/brian2tools/baseexport,21,2
/brian-team/brian2tools/blob/master/brian2tools/baseexport/device.py,17,2
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,12,2
/brian-team/brian2tools/pulls,9,6
/brian-team/brian2tools/blob/master/setup.py,5,4
/brian-team/brian2tools/blob/master/brian2tools/baseexport/__init__.py,5,2
/brian-team/brian2tools/tree/master/brian2tools/mdexport,4,2
