url_path,views_total,views_unique
/brian-team/brian2tools,62,37
/brian-team/brian2tools/issues,27,19
/brian-team/brian2tools/tree/master/brian2tools,8,3
/brian-team/brian2tools/issues/45,6,6
/brian-team/brian2tools/blob/master/README.rst,4,2
/brian-team/brian2tools/blob/master/.readthedocs.yml,4,2
/brian-team/brian2tools/pulse,4,2
/brian-team/brian2tools/tree/master/brian2tools/baseexport,4,2
/brian-team/brian2tools/pulls,3,3
/brian-team/brian2tools/blob/master/brian2tools/baseexport/collector.py,3,1
