time_iso8601,stars_cumulative
2024-04-10 00:00:00+00:00,855
2024-04-11 00:00:00+00:00,856
2024-04-12 00:00:00+00:00,857
2024-04-14 00:00:00+00:00,858
2024-04-15 00:00:00+00:00,860
2024-04-16 00:00:00+00:00,861
2024-04-18 00:00:00+00:00,862
2024-04-21 00:00:00+00:00,864
2024-04-22 00:00:00+00:00,865
2024-04-25 00:00:00+00:00,866
2024-04-27 00:00:00+00:00,867
2024-04-29 00:00:00+00:00,868
2024-05-02 00:00:00+00:00,870
2024-05-12 00:00:00+00:00,871
2024-05-13 00:00:00+00:00,873
2024-05-17 00:00:00+00:00,874
2024-05-18 00:00:00+00:00,875
2024-05-20 00:00:00+00:00,877
2024-05-27 00:00:00+00:00,878
2024-05-30 00:00:00+00:00,880
2024-06-04 00:00:00+00:00,881
2024-06-05 00:00:00+00:00,882
2024-06-11 00:00:00+00:00,883
2024-06-16 00:00:00+00:00,884
2024-06-19 00:00:00+00:00,885
2024-06-26 00:00:00+00:00,887
2024-06-29 00:00:00+00:00,888
2024-07-06 00:00:00+00:00,890
2024-07-08 00:00:00+00:00,891
2024-07-09 00:00:00+00:00,892
2024-07-21 00:00:00+00:00,893
2024-07-22 00:00:00+00:00,894
2024-07-29 00:00:00+00:00,895
2024-07-30 00:00:00+00:00,896
2024-08-13 00:00:00+00:00,897
2024-08-16 00:00:00+00:00,898
2024-08-20 00:00:00+00:00,899
2024-08-25 00:00:00+00:00,900
2024-09-02 00:00:00+00:00,901
2024-09-03 00:00:00+00:00,902
2024-09-04 00:00:00+00:00,903
2024-09-05 00:00:00+00:00,904
2024-09-07 00:00:00+00:00,905
2024-09-09 00:00:00+00:00,906
2024-09-10 00:00:00+00:00,909
2024-09-11 00:00:00+00:00,910
2024-09-12 00:00:00+00:00,911
2024-09-16 00:00:00+00:00,912
2024-09-17 00:00:00+00:00,913
2024-09-18 00:00:00+00:00,914
2024-09-21 00:00:00+00:00,915
2024-09-26 00:00:00+00:00,917
2024-10-02 00:00:00+00:00,918
2024-10-04 00:00:00+00:00,919
2024-10-07 00:00:00+00:00,920
2024-10-10 00:00:00+00:00,921
2024-10-12 00:00:00+00:00,922
2024-10-14 00:00:00+00:00,924
2024-10-16 00:00:00+00:00,925
2024-10-18 00:00:00+00:00,926
2024-10-23 00:00:00+00:00,927
2024-10-25 00:00:00+00:00,928
2024-10-28 00:00:00+00:00,929
2024-10-29 00:00:00+00:00,930
2024-11-01 00:00:00+00:00,931
2024-11-03 00:00:00+00:00,932
2024-11-09 00:00:00+00:00,933
2024-11-11 00:00:00+00:00,934
2024-11-12 00:00:00+00:00,935
2024-11-15 00:00:00+00:00,937
2024-11-18 00:00:00+00:00,938
2024-11-20 00:00:00+00:00,939
2024-11-27 00:00:00+00:00,940
2024-11-28 00:00:00+00:00,941
2024-12-03 00:00:00+00:00,942
2024-12-04 00:00:00+00:00,943
2024-12-09 00:00:00+00:00,944
2024-12-12 00:00:00+00:00,945
2024-12-21 00:00:00+00:00,946
2025-01-02 00:00:00+00:00,947
2025-01-06 00:00:00+00:00,948
2025-01-08 00:00:00+00:00,949
2025-01-12 00:00:00+00:00,950
2025-01-14 00:00:00+00:00,951
2025-01-20 00:00:00+00:00,952
2025-01-26 00:00:00+00:00,953
2025-01-27 00:00:00+00:00,954
2025-01-30 00:00:00+00:00,955
2025-01-31 00:00:00+00:00,956
2025-02-02 00:00:00+00:00,957
2025-02-12 00:00:00+00:00,958
2025-02-16 00:00:00+00:00,960
2025-02-18 00:00:00+00:00,961
2025-02-20 00:00:00+00:00,962
2025-02-21 00:00:00+00:00,964
2025-02-22 00:00:00+00:00,965
2025-02-23 00:00:00+00:00,966
